David	B	David	http://dbpedia.org/resource/David_Beckham	http://dbpedia.org/resource/David
and				
Victoria	B	Victoria	http://dbpedia.org/resource/Victoria_Beckham	http://dbpedia.org/resource/Victoria,_Gozo
named				
their				
children				
Brooklyn				http://dbpedia.org/resource/Brooklyn
,				
Romeo				http://dbpedia.org/resource/Romeo
,				
Cruz				http://dbpedia.org/resource/Cruz_Bustamante
,				
and				
Harper				http://dbpedia.org/resource/Harper,_Liberia
Seven				
.				
				
David	B	David	http://dbpedia.org/resource/David_Beckham	http://dbpedia.org/resource/David
and				
Victoria	B	Victoria	http://dbpedia.org/resource/Victoria_Beckham	http://dbpedia.org/resource/Victoria,_Gozo
added				
spice				
to				
their				
marriage				
.				
				
Tiger	B	Tiger	http://dbpedia.org/resource/Tiger_Woods	http://dbpedia.org/resource/Topologically_Integrated_Geographic_Encoding_and_Referencing
was				
lost				
in				
the				
woods				
when				
he				
got				
divorced				
from				
Elin	B	Elin	http://dbpedia.org/resource/Elin_Nordegren	http://dbpedia.org/resource/Elín_Hirst
.				
				
Tiger	B	Tiger	http://dbpedia.org/resource/Tiger_Woods	http://dbpedia.org/resource/Topologically_Integrated_Geographic_Encoding_and_Referencing
lost				
the				
US	B	US_Open	http://dbpedia.org/resource/U.S._Open_(golf)	http://dbpedia.org/resource/U.S._Open
Open	I	US_Open	http://dbpedia.org/resource/U.S._Open_(golf)	http://dbpedia.org/resource/U.S._Open
.				
				
Madonna	B	Madonna	http://dbpedia.org/resource/Madonna_(entertainer)	http://dbpedia.org/resource/Madonna_(entertainer)
played				
Eva	B	Eva	http://dbpedia.org/resource/Eva_Peron	http://dbpedia.org/resource/Eva_(novel)
and				
was				
seen				
with				
Carlos	B	Carlos	http://dbpedia.org/resource/Carlos_Leon	http://dbpedia.org/resource/Carlos_the_Jackal
.				
				
In				
this				
musical				
,				
Madonna	B	Madonna	http://dbpedia.org/resource/Madonna_(entertainer)	http://dbpedia.org/resource/Madonna_(entertainer)
played				
the				
role				
of				
the				
First	B	First_Lady	http://dbpedia.org/resource/First_Lady_of_Argentina	http://dbpedia.org/resource/First_Lady
Lady	I	First_Lady	http://dbpedia.org/resource/First_Lady_of_Argentina	http://dbpedia.org/resource/First_Lady
.				
				
Angelina	B	Angelina	http://dbpedia.org/resource/Angelina_Jolie	http://dbpedia.org/resource/Angelina_Jolie
,				
her				
father				
Jon	B	Jon	http://dbpedia.org/resource/Jon_Voight	http://dbpedia.org/resource/Jón_Magnússon_(politician)
,				
and				
her				
partner				
Brad	B	Brad	http://dbpedia.org/resource/Brad_Pitt	http://dbpedia.org/resource/Brad_(band)
never				
played				
together				
in				
the				
same				
movie				
.				
				
Heidi	B	Heidi	http://dbpedia.org/resource/Heidi_Klum	http://dbpedia.org/resource/Heidi.
and				
her				
husband				
Seal	B	Seal	http://dbpedia.org/resource/Seal_(musician)	http://dbpedia.org/resource/Sudhangshu_Seal
live				
in				
Vegas	B	Vegas	http://dbpedia.org/resource/Las_Vegas,_Nevada	http://dbpedia.org/resource/Las_Vegas
.				
				
Paris	B	Paris	http://dbpedia.org/resource/Paris_Hilton	http://dbpedia.org/resource/Paris
and				
Kim	B	Kim	http://dbpedia.org/resource/Kim_Kardashian	http://dbpedia.org/resource/Kim_(novel)
are				
both				
wealthy				
It				http://dbpedia.org/resource/It_girl
Girls				http://dbpedia.org/resource/It_girl
who				
had				
sex				
tapes				
on				
the				
Internet				http://dbpedia.org/resource/The_Internet_(band)
.				
				
Justin	B	Justin	http://dbpedia.org/resource/Justin_Bieber	http://dbpedia.org/resource/Justin_Suarez
,				
Stefani	B	Stefani	http://dbpedia.org/resource/Lady_gaga	http://dbpedia.org/resource/Gwen_Stefani
,				
and				
Kate	B	Kate	http://dbpedia.org/resource/Kate_Perry	http://dbpedia.org/resource/KATE
are				
among				
the				
most				
popular				
people				
on				
both				
MTV	B	MTV	http://dbpedia.org/resource/MTV	http://dbpedia.org/resource/MTV
and				
Twitter	B	Twitter	http://dbpedia.org/resource/Twitter	http://dbpedia.org/resource/Twitter
.				
				
Dylan	B	Dylan	http://dbpedia.org/resource/Bob_Dylan	http://dbpedia.org/resource/Bob_Dylan
performed				
Hurricane	B	Hurricane	http://dbpedia.org/resource/Hurricane_(song)	
about				
the				
black				
fighter				
Carter	B	Carter	http://dbpedia.org/resource/Rubin_Carter	http://dbpedia.org/resource/Jimmy_Carter
,				
from				
his				
album				
Desire	B	Desire	http://dbpedia.org/resource/Desire_(Bob_Dylan_album)	
.				
				
Desire	B	Desire	http://dbpedia.org/resource/Desire_(Bob_Dylan_album)	
contains				
a				
duet				
with				
Harris	B	Harris	http://dbpedia.org/resource/Emmylou_Harris	http://dbpedia.org/resource/Harris_(rapper)
in				
the				
song				
Joey	B	Joey	http://dbpedia.org/resource/Joey_(Bob_Dylan_song)	http://dbpedia.org/resource/Joey_Moe
.				
				
Three				
of				
the				
greatest				
guitarists				
started				
their				
career				
in				
a				
single				
band				
:				
Clapton	B	Clapton	http://dbpedia.org/resource/Eric_Clapton	http://dbpedia.org/resource/Eric_Clapton
,				
Beck	B	Beck	http://dbpedia.org/resource/Jeff_Beck	http://dbpedia.org/resource/Beck
,				
and				
Page	B	Page	http://dbpedia.org/resource/Jimmy_Page	http://dbpedia.org/resource/Barenaked_Ladies
.				
				
Allen	B	Allen	http://dbpedia.org/resource/Paul_Allen	http://dbpedia.org/resource/Allen_Parish,_Louisiana
founded				
the				
EMP	B	EMP	http://dbpedia.org/resource/EMP_Museum	http://dbpedia.org/resource/Ericsson_Mobile_Platforms
in				
Seattle	B	Seattle	http://dbpedia.org/resource/Seattle	http://dbpedia.org/resource/Seattle
,				
which				
featured				
exhibitions				
about				
Hendrix	B	Hendrix	http://dbpedia.org/resource/Jimi_Hendrix	http://dbpedia.org/resource/Jimi_Hendrix
and				
Dylan	B	Dylan	http://dbpedia.org/resource/Bob_Dylan	http://dbpedia.org/resource/Bob_Dylan
,				
but				
also				
about				
various				
science				
fiction				
movies				
.				
				
Despite				
featuring				
some				
of				
the				
most				
promininent				
musicians				
of				
their				
decade				
-				
-				
-				
like				
Sinatra	B	Sinatra	http://dbpedia.org/resource/Frank_Sinatra	http://dbpedia.org/resource/Frank_Sinatra
,				
Dylan	B	Dylan	http://dbpedia.org/resource/Bob_Dylan	http://dbpedia.org/resource/Bob_Dylan
,				
Joel	B	Joel	http://dbpedia.org/resource/Billy_Joel	http://dbpedia.org/resource/Joel_Dexter
,				
and				
Santana	B	Santana	http://dbpedia.org/resource/Carlos_Santana	http://dbpedia.org/resource/Santana_(band)
-				
-				
-				
Columbia	B	Columbia	http://dbpedia.org/resource/Columbia_Records	http://dbpedia.org/resource/Columbia_Records
was				
aquired				
by				
Sony	B	Sony	http://dbpedia.org/resource/Sony_Music_Entertainment	http://dbpedia.org/resource/Sony
in				
the				
1980s				
.				
				
After				
unsuccessful				
years				
,				
aging				
country				
star				
Cash	B	Cash	http://dbpedia.org/resource/Johnny_Cash	http://dbpedia.org/resource/Cash_(surname)
made				
a				
grandiose				
comeback				
with				
his				
American	B	American_Recordings	http://dbpedia.org/resource/American_Recordings_(album)	http://dbpedia.org/resource/American_Recordings_(record_label)
Recordings	I	American_Recordings	http://dbpedia.org/resource/American_Recordings_(album)	http://dbpedia.org/resource/American_Recordings_(record_label)
,				
recorded				
at				
his				
home				
with				
the				
help				
of				
Rubin	B	Rubin	http://dbpedia.org/resource/Rick_Rubin	http://dbpedia.org/resource/Robert_Rubin
.				
				
The				
group				
formed				
by				
Homme	B	Homme	http://dbpedia.org/resource/Josh_Homme	http://dbpedia.org/resource/Homme
,				
Grohl	B	Grohl	http://dbpedia.org/resource/Dave_Grohl	http://dbpedia.org/resource/Dave_Grohl
,				
and				
Jones	B	Jones	http://dbpedia.org/resource/John_Paul_Jones_(musician)	http://dbpedia.org/resource/The_Spitfire_Boys
was				
supposed				
to				
be				
named				
Caligula				http://dbpedia.org/resource/Caligula
,				
but				
the				
name				
was				
already				
taken				
.				
				
Jobs	B	Jobs	http://dbpedia.org/resource/Steve_Jobs	http://dbpedia.org/resource/Lisa_Brennan-Jobs
and				
Baez	B	Baez	http://dbpedia.org/resource/Joan_Baez	http://dbpedia.org/resource/Joan_Baez
dated				
in				
the				
late				
1970s				
,				
and				
she				
performed				
at				
his				
Stanford	B	Stanford	http://dbpedia.org/resource/Stanford_University	http://dbpedia.org/resource/Stanford_University
memorial				
.				
				
The				
Isle	B	Isle_of_Wight_festival	http://dbpedia.org/resource/Isle_of_wight_festival	http://dbpedia.org/resource/Isle_of_Wight
of	I	Isle_of_Wight_festival	http://dbpedia.org/resource/Isle_of_wight_festival	http://dbpedia.org/resource/Isle_of_Wight
Wight	I	Isle_of_Wight_festival	http://dbpedia.org/resource/Isle_of_wight_festival	http://dbpedia.org/resource/Isle_of_Wight
festival	I	Isle_of_Wight_festival	http://dbpedia.org/resource/Isle_of_wight_festival	
in				
1970				
was				
the				
biggest				
at				
its				
time				
,				
surpassing				
Woodstock	B	Woodstock	http://dbpedia.org/resource/Woodstock_Festival	http://dbpedia.org/resource/Woodstock_Palace
with				
acts				
like				
Davis	B	Davis	http://dbpedia.org/resource/Miles_davis	http://dbpedia.org/resource/Davis,_California
,				
Chicago	B	Chicago	http://dbpedia.org/resource/Chicago_(band)	http://dbpedia.org/resource/Chicago
,				
and				
Mitchell	B	Mitchell	http://dbpedia.org/resource/Joni_Mitchell	http://dbpedia.org/resource/Mitchell_Highway
.				
				
Eric	B	Eric	http://dbpedia.org/resource/Eric_Clapton	http://dbpedia.org/resource/Eric,_Duke_of_Södermanland
preferred				
to				
play				
Blues	B	Blues	http://dbpedia.org/resource/Blues	http://dbpedia.org/resource/B.B._King
instead				
of				
Rock	B	Rock	http://dbpedia.org/resource/Rock_music	http://dbpedia.org/resource/Rock_(rapper)
,				
so				
he				
joined				
Mayall	B	Mayall	http://dbpedia.org/resource/John_Mayall	http://dbpedia.org/resource/John_Mayall
'				
s				
band				
.				
				
After				
the				
death				
of				
Steve	B	Steve	http://dbpedia.org/resource/Steve_Jobs	http://dbpedia.org/resource/Wraith_(Stargate)
,				
the				
former				
CEO				
of				
Apple	B	Apple	http://dbpedia.org/resource/Apple_Inc.	http://dbpedia.org/resource/Apple_Inc.
,				
his				
commencement				
speech				
at				
Stanford	B	Stanford	http://dbpedia.org/resource/Stanford_University	http://dbpedia.org/resource/Stanford_University
was				
watched				
thousands				
of				
times				
.				
				
In				
1980				
,				
Steve	B	Steve	http://dbpedia.org/resource/Steve_Ballmer	http://dbpedia.org/resource/Wraith_(Stargate)
dropped				
out				
of				
Stanford	B	Stanford	http://dbpedia.org/resource/Stanford_University	http://dbpedia.org/resource/Stanford_University
to				
join				
Microsoft	B	Microsoft	http://dbpedia.org/resource/Microsoft	http://dbpedia.org/resource/Microsoft
,				
the				
company				
behind				
the				
Windows	B	Windows	http://dbpedia.org/resource/Microsoft_Windows	http://dbpedia.org/resource/Styles_of_Beyond
operating				
system				
.				
				
Cairo	B	Cairo	http://dbpedia.org/resource/Cairo_(operating_system)	http://dbpedia.org/resource/Cairo
was				
the				
code				
name				
for				
a				
project				
at				
Microsoft	B	Microsoft	http://dbpedia.org/resource/Microsoft	http://dbpedia.org/resource/Microsoft
from				
1991				
to				
